uuid,level,type,metric,score
15159,emb,a_0_a_1,s,0.9971018
15159,emb,a_0_a_2,s,0.91435945
15159,emb,a_0_a_3,s,0.9229313
15159,emb,a_0_a_4,s,0.91435945
15159,emb,a_0_a_5,s,0.9229313
15159,emb,a_0_a_6,s,1.0
15159,emb,a_0_a_7,s,0.9237797
15159,emb,a_1_a_2,s,0.9106548
15159,emb,a_1_a_3,s,0.91852677
15159,emb,a_1_a_4,s,0.9106548
15159,emb,a_1_a_5,s,0.91852677
15159,emb,a_1_a_6,s,0.9971018
15159,emb,a_1_a_7,s,0.9194236
15159,emb,a_2_a_3,s,0.94140065
15159,emb,a_2_a_4,s,1.0
15159,emb,a_2_a_5,s,0.94140065
15159,emb,a_2_a_6,s,0.91435945
15159,emb,a_2_a_7,s,0.9421407
15159,emb,a_3_a_4,s,0.94140065
15159,emb,a_3_a_5,s,1.0
15159,emb,a_3_a_6,s,0.9229313
15159,emb,a_3_a_7,s,0.99892056
15159,emb,a_4_a_5,s,0.94140065
15159,emb,a_4_a_6,s,0.91435945
15159,emb,a_4_a_7,s,0.9421407
15159,emb,a_5_a_6,s,0.9229313
15159,emb,a_5_a_7,s,0.99892056
15159,emb,a_6_a_7,s,0.9237797
15160,emb,a_0_a_1,s,0.9967684
15160,emb,a_0_a_2,s,0.9806205
15160,emb,a_0_a_3,s,0.9807922
15160,emb,a_0_a_4,s,0.99677664
15160,emb,a_0_a_5,s,0.99715006
15160,emb,a_0_a_6,s,0.9968027
15160,emb,a_0_a_7,s,0.9968027
15160,emb,a_1_a_2,s,0.9808203
15160,emb,a_1_a_3,s,0.9789311
15160,emb,a_1_a_4,s,0.9999634
15160,emb,a_1_a_5,s,0.99835765
15160,emb,a_1_a_6,s,0.99867755
15160,emb,a_1_a_7,s,0.99867755
15160,emb,a_2_a_3,s,0.9964445
15160,emb,a_2_a_4,s,0.9806956
15160,emb,a_2_a_5,s,0.9819174
15160,emb,a_2_a_6,s,0.98016346
15160,emb,a_2_a_7,s,0.98016346
15160,emb,a_3_a_4,s,0.9785753
15160,emb,a_3_a_5,s,0.9800268
15160,emb,a_3_a_6,s,0.97833127
15160,emb,a_3_a_7,s,0.97833127
15160,emb,a_4_a_5,s,0.99832904
15160,emb,a_4_a_6,s,0.99869025
15160,emb,a_4_a_7,s,0.99869025
15160,emb,a_5_a_6,s,0.99880326
15160,emb,a_5_a_7,s,0.99880326
15160,emb,a_6_a_7,s,1.0000001
15161,emb,a_0_a_1,s,0.9847064
15161,emb,a_0_a_2,s,0.97747314
15161,emb,a_0_a_3,s,0.9998405
15161,emb,a_0_a_4,s,0.98350453
15161,emb,a_0_a_5,s,0.9907271
15161,emb,a_0_a_6,s,0.9790467
15161,emb,a_0_a_7,s,0.9823123
15161,emb,a_1_a_2,s,0.94818646
15161,emb,a_1_a_3,s,0.9843281
15161,emb,a_1_a_4,s,0.9793961
15161,emb,a_1_a_5,s,0.9905596
15161,emb,a_1_a_6,s,0.9891299
15161,emb,a_1_a_7,s,0.95507824
15161,emb,a_2_a_3,s,0.97803503
15161,emb,a_2_a_4,s,0.96089643
15161,emb,a_2_a_5,s,0.96662164
15161,emb,a_2_a_6,s,0.944157
15161,emb,a_2_a_7,s,0.9940027
15161,emb,a_3_a_4,s,0.98362386
15161,emb,a_3_a_5,s,0.9907397
15161,emb,a_3_a_6,s,0.9787674
15161,emb,a_3_a_7,s,0.98270345
15161,emb,a_4_a_5,s,0.98576784
15161,emb,a_4_a_6,s,0.9905804
15161,emb,a_4_a_7,s,0.96698725
15161,emb,a_5_a_6,s,0.9828994
15161,emb,a_5_a_7,s,0.9733664
15161,emb,a_6_a_7,s,0.95044667
15162,emb,a_0_a_1,s,0.9998784
15162,emb,a_0_a_2,s,0.9998784
15162,emb,a_0_a_3,s,0.9998784
15162,emb,a_0_a_4,s,0.9892421
15162,emb,a_0_a_5,s,0.9998784
15162,emb,a_0_a_6,s,0.9998784
15162,emb,a_0_a_7,s,0.9998784
15162,emb,a_1_a_2,s,1.0
15162,emb,a_1_a_3,s,1.0
15162,emb,a_1_a_4,s,0.98938787
15162,emb,a_1_a_5,s,1.0
15162,emb,a_1_a_6,s,1.0
15162,emb,a_1_a_7,s,1.0
15162,emb,a_2_a_3,s,1.0
15162,emb,a_2_a_4,s,0.98938787
15162,emb,a_2_a_5,s,1.0
15162,emb,a_2_a_6,s,1.0
15162,emb,a_2_a_7,s,1.0
15162,emb,a_3_a_4,s,0.98938787
15162,emb,a_3_a_5,s,1.0
15162,emb,a_3_a_6,s,1.0
15162,emb,a_3_a_7,s,1.0
15162,emb,a_4_a_5,s,0.98938787
15162,emb,a_4_a_6,s,0.98938787
15162,emb,a_4_a_7,s,0.98938787
15162,emb,a_5_a_6,s,1.0
15162,emb,a_5_a_7,s,1.0
15162,emb,a_6_a_7,s,1.0
15163,emb,a_0_a_1,s,0.9827985
15163,emb,a_0_a_2,s,0.8995416
15163,emb,a_0_a_3,s,0.98958015
15163,emb,a_0_a_4,s,0.94242895
15163,emb,a_0_a_5,s,0.943617
15163,emb,a_0_a_6,s,0.9526912
15163,emb,a_0_a_7,s,0.9410661
15163,emb,a_1_a_2,s,0.8900671
15163,emb,a_1_a_3,s,0.9769027
15163,emb,a_1_a_4,s,0.93775725
15163,emb,a_1_a_5,s,0.940235
15163,emb,a_1_a_6,s,0.95689565
15163,emb,a_1_a_7,s,0.95001876
15163,emb,a_2_a_3,s,0.8927401
15163,emb,a_2_a_4,s,0.90515286
15163,emb,a_2_a_5,s,0.9087421
15163,emb,a_2_a_6,s,0.8980856
15163,emb,a_2_a_7,s,0.92989177
15163,emb,a_3_a_4,s,0.94267607
15163,emb,a_3_a_5,s,0.9459721
15163,emb,a_3_a_6,s,0.94965535
15163,emb,a_3_a_7,s,0.94126177
15163,emb,a_4_a_5,s,0.99015284
15163,emb,a_4_a_6,s,0.97302794
15163,emb,a_4_a_7,s,0.9298029
15163,emb,a_5_a_6,s,0.97267723
15163,emb,a_5_a_7,s,0.9350162
15163,emb,a_6_a_7,s,0.929857
15164,emb,a_0_a_1,s,0.959713
15164,emb,a_0_a_2,s,0.9356363
15164,emb,a_0_a_3,s,0.99999994
15164,emb,a_0_a_4,s,0.9436544
15164,emb,a_0_a_5,s,0.94648075
15164,emb,a_0_a_6,s,0.9882327
15164,emb,a_0_a_7,s,0.95884085
15164,emb,a_1_a_2,s,0.97080207
15164,emb,a_1_a_3,s,0.959713
15164,emb,a_1_a_4,s,0.9652008
15164,emb,a_1_a_5,s,0.9229026
15164,emb,a_1_a_6,s,0.97201145
15164,emb,a_1_a_7,s,0.9435253
15164,emb,a_2_a_3,s,0.9356363
15164,emb,a_2_a_4,s,0.93655753
15164,emb,a_2_a_5,s,0.9027189
15164,emb,a_2_a_6,s,0.94745004
15164,emb,a_2_a_7,s,0.9189405
15164,emb,a_3_a_4,s,0.9436544
15164,emb,a_3_a_5,s,0.94648075
15164,emb,a_3_a_6,s,0.9882327
15164,emb,a_3_a_7,s,0.95884085
15164,emb,a_4_a_5,s,0.89894813
15164,emb,a_4_a_6,s,0.94853103
15164,emb,a_4_a_7,s,0.91943526
15164,emb,a_5_a_6,s,0.9363861
15164,emb,a_5_a_7,s,0.9774055
15164,emb,a_6_a_7,s,0.952704
15165,emb,a_0_a_1,s,1.0000001
15165,emb,a_0_a_2,s,0.9975045
15165,emb,a_0_a_3,s,1.0000001
15165,emb,a_0_a_4,s,1.0000001
15165,emb,a_0_a_5,s,1.0000001
15165,emb,a_0_a_6,s,1.0000001
15165,emb,a_0_a_7,s,1.0000001
15165,emb,a_1_a_2,s,0.9975045
15165,emb,a_1_a_3,s,1.0000001
15165,emb,a_1_a_4,s,1.0000001
15165,emb,a_1_a_5,s,1.0000001
15165,emb,a_1_a_6,s,1.0000001
15165,emb,a_1_a_7,s,1.0000001
15165,emb,a_2_a_3,s,0.9975045
15165,emb,a_2_a_4,s,0.9975045
15165,emb,a_2_a_5,s,0.9975045
15165,emb,a_2_a_6,s,0.9975045
15165,emb,a_2_a_7,s,0.9975045
15165,emb,a_3_a_4,s,1.0000001
15165,emb,a_3_a_5,s,1.0000001
15165,emb,a_3_a_6,s,1.0000001
15165,emb,a_3_a_7,s,1.0000001
15165,emb,a_4_a_5,s,1.0000001
15165,emb,a_4_a_6,s,1.0000001
15165,emb,a_4_a_7,s,1.0000001
15165,emb,a_5_a_6,s,1.0000001
15165,emb,a_5_a_7,s,1.0000001
15165,emb,a_6_a_7,s,1.0000001
15166,emb,a_0_a_1,s,0.97927856
15166,emb,a_0_a_2,s,0.9754127
15166,emb,a_0_a_3,s,0.97435164
15166,emb,a_0_a_4,s,0.98925084
15166,emb,a_0_a_5,s,0.98925084
15166,emb,a_0_a_6,s,0.98270565
15166,emb,a_0_a_7,s,0.9792282
15166,emb,a_1_a_2,s,0.9790217
15166,emb,a_1_a_3,s,0.97788006
15166,emb,a_1_a_4,s,0.9907708
15166,emb,a_1_a_5,s,0.9907708
15166,emb,a_1_a_6,s,0.9652581
15166,emb,a_1_a_7,s,0.994665
15166,emb,a_2_a_3,s,0.9989692
15166,emb,a_2_a_4,s,0.9861787
15166,emb,a_2_a_5,s,0.9861787
15166,emb,a_2_a_6,s,0.9685493
15166,emb,a_2_a_7,s,0.9804484
15166,emb,a_3_a_4,s,0.9858049
15166,emb,a_3_a_5,s,0.9858049
15166,emb,a_3_a_6,s,0.9702295
15166,emb,a_3_a_7,s,0.9798952
15166,emb,a_4_a_5,s,1.0000002
15166,emb,a_4_a_6,s,0.9746325
15166,emb,a_4_a_7,s,0.9916274
15166,emb,a_5_a_6,s,0.9746325
15166,emb,a_5_a_7,s,0.9916274
15166,emb,a_6_a_7,s,0.97058034
15167,emb,a_0_a_1,s,0.99416983
15167,emb,a_0_a_2,s,0.9978136
15167,emb,a_0_a_3,s,0.9763801
15167,emb,a_0_a_4,s,0.9762647
15167,emb,a_0_a_5,s,0.97348475
15167,emb,a_0_a_6,s,0.9972645
15167,emb,a_0_a_7,s,0.99913335
15167,emb,a_1_a_2,s,0.99260163
15167,emb,a_1_a_3,s,0.97419083
15167,emb,a_1_a_4,s,0.9740237
15167,emb,a_1_a_5,s,0.9712645
15167,emb,a_1_a_6,s,0.99245536
15167,emb,a_1_a_7,s,0.9943086
15167,emb,a_2_a_3,s,0.9763181
15167,emb,a_2_a_4,s,0.97608817
15167,emb,a_2_a_5,s,0.97531784
15167,emb,a_2_a_6,s,0.99955934
15167,emb,a_2_a_7,s,0.9977219
15167,emb,a_3_a_4,s,0.9999475
15167,emb,a_3_a_5,s,0.99890935
15167,emb,a_3_a_6,s,0.97638345
15167,emb,a_3_a_7,s,0.9767613
15167,emb,a_4_a_5,s,0.9988973
15167,emb,a_4_a_6,s,0.9761336
15167,emb,a_4_a_7,s,0.97663903
15167,emb,a_5_a_6,s,0.9754478
15167,emb,a_5_a_7,s,0.973658
15167,emb,a_6_a_7,s,0.9979722
15168,emb,a_0_a_1,s,0.99837303
15168,emb,a_0_a_2,s,0.9958771
15168,emb,a_0_a_3,s,0.9754052
15168,emb,a_0_a_4,s,0.9975948
15168,emb,a_0_a_5,s,0.9958771
15168,emb,a_0_a_6,s,0.97165436
15168,emb,a_0_a_7,s,0.9989252
15168,emb,a_1_a_2,s,0.99772704
15168,emb,a_1_a_3,s,0.9763199
15168,emb,a_1_a_4,s,0.9993417
15168,emb,a_1_a_5,s,0.99772704
15168,emb,a_1_a_6,s,0.97321296
15168,emb,a_1_a_7,s,0.99927247
15168,emb,a_2_a_3,s,0.9751972
15168,emb,a_2_a_4,s,0.99812084
15168,emb,a_2_a_5,s,1.0000001
15168,emb,a_2_a_6,s,0.97658175
15168,emb,a_2_a_7,s,0.9970452
15168,emb,a_3_a_4,s,0.97575265
15168,emb,a_3_a_5,s,0.9751972
15168,emb,a_3_a_6,s,0.99750555
15168,emb,a_3_a_7,s,0.97589165
15168,emb,a_4_a_5,s,0.99812084
15168,emb,a_4_a_6,s,0.97375375
15168,emb,a_4_a_7,s,0.9987932
15168,emb,a_5_a_6,s,0.97658175
15168,emb,a_5_a_7,s,0.9970452
15168,emb,a_6_a_7,s,0.9723331
15169,emb,a_0_a_1,s,0.98871005
15169,emb,a_0_a_2,s,0.9445797
15169,emb,a_0_a_3,s,0.94385755
15169,emb,a_0_a_4,s,0.9432655
15169,emb,a_0_a_5,s,0.9890135
15169,emb,a_0_a_6,s,0.9431143
15169,emb,a_0_a_7,s,0.98988813
15169,emb,a_1_a_2,s,0.9428302
15169,emb,a_1_a_3,s,0.9413368
15169,emb,a_1_a_4,s,0.94596887
15169,emb,a_1_a_5,s,0.992435
15169,emb,a_1_a_6,s,0.95001775
15169,emb,a_1_a_7,s,0.99815995
15169,emb,a_2_a_3,s,0.9856888
15169,emb,a_2_a_4,s,0.97978723
15169,emb,a_2_a_5,s,0.94135034
15169,emb,a_2_a_6,s,0.9846839
15169,emb,a_2_a_7,s,0.94579375
15169,emb,a_3_a_4,s,0.9849872
15169,emb,a_3_a_5,s,0.94273794
15169,emb,a_3_a_6,s,0.9829172
15169,emb,a_3_a_7,s,0.94240946
15169,emb,a_4_a_5,s,0.9479639
15169,emb,a_4_a_6,s,0.9892347
15169,emb,a_4_a_7,s,0.947551
15169,emb,a_5_a_6,s,0.952762
15169,emb,a_5_a_7,s,0.9929763
15169,emb,a_6_a_7,s,0.9515462
15170,emb,a_0_a_1,s,0.9682188
15170,emb,a_0_a_2,s,0.95071733
15170,emb,a_0_a_3,s,0.82320225
15170,emb,a_0_a_4,s,0.99344087
15170,emb,a_0_a_5,s,0.9435501
15170,emb,a_0_a_6,s,0.82320225
15170,emb,a_0_a_7,s,0.99999994
15170,emb,a_1_a_2,s,0.9765336
15170,emb,a_1_a_3,s,0.7628711
15170,emb,a_1_a_4,s,0.9717841
15170,emb,a_1_a_5,s,0.9721228
15170,emb,a_1_a_6,s,0.7628711
15170,emb,a_1_a_7,s,0.9682188
15170,emb,a_2_a_3,s,0.71684927
15170,emb,a_2_a_4,s,0.95136285
15170,emb,a_2_a_5,s,0.984133
15170,emb,a_2_a_6,s,0.71684927
15170,emb,a_2_a_7,s,0.95071733
15170,emb,a_3_a_4,s,0.82722783
15170,emb,a_3_a_5,s,0.7029958
15170,emb,a_3_a_6,s,1.0000001
15170,emb,a_3_a_7,s,0.82320225
15170,emb,a_4_a_5,s,0.94671404
15170,emb,a_4_a_6,s,0.82722783
15170,emb,a_4_a_7,s,0.99344087
15170,emb,a_5_a_6,s,0.7029958
15170,emb,a_5_a_7,s,0.9435501
15170,emb,a_6_a_7,s,0.82320225
15171,emb,a_0_a_1,s,0.9998182
15171,emb,a_0_a_2,s,0.9895215
15171,emb,a_0_a_3,s,0.9998182
15171,emb,a_0_a_4,s,0.9990149
15171,emb,a_0_a_5,s,0.9969082
15171,emb,a_0_a_6,s,0.9969082
15171,emb,a_0_a_7,s,0.9919307
15171,emb,a_1_a_2,s,0.9895271
15171,emb,a_1_a_3,s,1.0
15171,emb,a_1_a_4,s,0.99908775
15171,emb,a_1_a_5,s,0.99714386
15171,emb,a_1_a_6,s,0.99714386
15171,emb,a_1_a_7,s,0.99182963
15171,emb,a_2_a_3,s,0.9895271
15171,emb,a_2_a_4,s,0.9879545
15171,emb,a_2_a_5,s,0.9803908
15171,emb,a_2_a_6,s,0.9803908
15171,emb,a_2_a_7,s,0.9766835
15171,emb,a_3_a_4,s,0.99908775
15171,emb,a_3_a_5,s,0.99714386
15171,emb,a_3_a_6,s,0.99714386
15171,emb,a_3_a_7,s,0.99182963
15171,emb,a_4_a_5,s,0.99675953
15171,emb,a_4_a_6,s,0.99675953
15171,emb,a_4_a_7,s,0.99329036
15171,emb,a_5_a_6,s,1.0
15171,emb,a_5_a_7,s,0.9932507
15171,emb,a_6_a_7,s,0.9932507
15172,emb,a_0_a_1,s,0.8945711
15172,emb,a_0_a_2,s,0.9134832
15172,emb,a_0_a_3,s,0.9886839
15172,emb,a_0_a_4,s,0.9364084
15172,emb,a_0_a_5,s,0.89706945
15172,emb,a_0_a_6,s,0.91367066
15172,emb,a_0_a_7,s,0.91412234
15172,emb,a_1_a_2,s,0.95194507
15172,emb,a_1_a_3,s,0.91654736
15172,emb,a_1_a_4,s,0.91501474
15172,emb,a_1_a_5,s,0.8378317
15172,emb,a_1_a_6,s,0.947683
15172,emb,a_1_a_7,s,0.94561684
15172,emb,a_2_a_3,s,0.92456007
15172,emb,a_2_a_4,s,0.9074179
15172,emb,a_2_a_5,s,0.81914556
15172,emb,a_2_a_6,s,0.9970467
15172,emb,a_2_a_7,s,0.99265945
15172,emb,a_3_a_4,s,0.9490533
15172,emb,a_3_a_5,s,0.8947158
15172,emb,a_3_a_6,s,0.92264616
15172,emb,a_3_a_7,s,0.9205034
15172,emb,a_4_a_5,s,0.94032973
15172,emb,a_4_a_6,s,0.9083486
15172,emb,a_4_a_7,s,0.90504515
15172,emb,a_5_a_6,s,0.8193431
15172,emb,a_5_a_7,s,0.8259074
15172,emb,a_6_a_7,s,0.99228764
15173,emb,a_0_a_1,s,0.9850835
15173,emb,a_0_a_2,s,0.97283643
15173,emb,a_0_a_3,s,0.9916442
15173,emb,a_0_a_4,s,0.9886708
15173,emb,a_0_a_5,s,0.9923177
15173,emb,a_0_a_6,s,0.98735714
15173,emb,a_0_a_7,s,0.964791
15173,emb,a_1_a_2,s,0.9762627
15173,emb,a_1_a_3,s,0.9913671
15173,emb,a_1_a_4,s,0.97910625
15173,emb,a_1_a_5,s,0.9910413
15173,emb,a_1_a_6,s,0.9760295
15173,emb,a_1_a_7,s,0.96236444
15173,emb,a_2_a_3,s,0.9778267
15173,emb,a_2_a_4,s,0.9890859
15173,emb,a_2_a_5,s,0.9782871
15173,emb,a_2_a_6,s,0.97791725
15173,emb,a_2_a_7,s,0.9847612
15173,emb,a_3_a_4,s,0.979995
15173,emb,a_3_a_5,s,0.9989096
15173,emb,a_3_a_6,s,0.9789396
15173,emb,a_3_a_7,s,0.9702675
15173,emb,a_4_a_5,s,0.98052096
15173,emb,a_4_a_6,s,0.99044156
15173,emb,a_4_a_7,s,0.9789108
15173,emb,a_5_a_6,s,0.9787996
15173,emb,a_5_a_7,s,0.9701046
15173,emb,a_6_a_7,s,0.971478
15174,emb,a_0_a_1,s,0.9794693
15174,emb,a_0_a_2,s,0.979923
15174,emb,a_0_a_3,s,0.97788125
15174,emb,a_0_a_4,s,0.99897027
15174,emb,a_0_a_5,s,0.9994849
15174,emb,a_0_a_6,s,0.9963695
15174,emb,a_0_a_7,s,0.9785311
15174,emb,a_1_a_2,s,0.9994645
15174,emb,a_1_a_3,s,0.9800458
15174,emb,a_1_a_4,s,0.9784643
15174,emb,a_1_a_5,s,0.9792964
15174,emb,a_1_a_6,s,0.9721479
15174,emb,a_1_a_7,s,0.94607025
15174,emb,a_2_a_3,s,0.98017335
15174,emb,a_2_a_4,s,0.9793799
15174,emb,a_2_a_5,s,0.9799212
15174,emb,a_2_a_6,s,0.9727245
15174,emb,a_2_a_7,s,0.94632816
15174,emb,a_3_a_4,s,0.97636044
15174,emb,a_3_a_5,s,0.9775385
15174,emb,a_3_a_6,s,0.9728076
15174,emb,a_3_a_7,s,0.9742331
15174,emb,a_4_a_5,s,0.99938226
15174,emb,a_4_a_6,s,0.99506223
15174,emb,a_4_a_7,s,0.9767425
15174,emb,a_5_a_6,s,0.99586344
15174,emb,a_5_a_7,s,0.9774846
15174,emb,a_6_a_7,s,0.9747969
15175,emb,a_0_a_1,s,0.96955615
15175,emb,a_0_a_2,s,0.91936266
15175,emb,a_0_a_3,s,0.9729959
15175,emb,a_0_a_4,s,0.9729742
15175,emb,a_0_a_5,s,0.96156925
15175,emb,a_0_a_6,s,0.958468
15175,emb,a_0_a_7,s,0.9479362
15175,emb,a_1_a_2,s,0.94429696
15175,emb,a_1_a_3,s,0.98243535
15175,emb,a_1_a_4,s,0.9810372
15175,emb,a_1_a_5,s,0.9754163
15175,emb,a_1_a_6,s,0.96674275
15175,emb,a_1_a_7,s,0.9651569
15175,emb,a_2_a_3,s,0.94217825
15175,emb,a_2_a_4,s,0.9415374
15175,emb,a_2_a_5,s,0.94166064
15175,emb,a_2_a_6,s,0.96722984
15175,emb,a_2_a_7,s,0.9612719
15175,emb,a_3_a_4,s,0.99969363
15175,emb,a_3_a_5,s,0.9709662
15175,emb,a_3_a_6,s,0.9789834
15175,emb,a_3_a_7,s,0.9675715
15175,emb,a_4_a_5,s,0.97012395
15175,emb,a_4_a_6,s,0.9788411
15175,emb,a_4_a_7,s,0.9678723
15175,emb,a_5_a_6,s,0.960002
15175,emb,a_5_a_7,s,0.95776904
15175,emb,a_6_a_7,s,0.97420764
15176,emb,a_0_a_1,s,0.97052443
15176,emb,a_0_a_2,s,0.96760654
15176,emb,a_0_a_3,s,0.98549294
15176,emb,a_0_a_4,s,0.9461527
15176,emb,a_0_a_5,s,0.9750613
15176,emb,a_0_a_6,s,0.9693259
15176,emb,a_0_a_7,s,0.9700352
15176,emb,a_1_a_2,s,0.9952303
15176,emb,a_1_a_3,s,0.9777983
15176,emb,a_1_a_4,s,0.937688
15176,emb,a_1_a_5,s,0.9754405
15176,emb,a_1_a_6,s,0.99538517
15176,emb,a_1_a_7,s,0.9953363
15176,emb,a_2_a_3,s,0.970296
15176,emb,a_2_a_4,s,0.9364396
15176,emb,a_2_a_5,s,0.9762265
15176,emb,a_2_a_6,s,0.9957309
15176,emb,a_2_a_7,s,0.99631345
15176,emb,a_3_a_4,s,0.9345168
15176,emb,a_3_a_5,s,0.9794905
15176,emb,a_3_a_6,s,0.9762199
15176,emb,a_3_a_7,s,0.9767407
15176,emb,a_4_a_5,s,0.94236314
15176,emb,a_4_a_6,s,0.9279656
15176,emb,a_4_a_7,s,0.92892754
15176,emb,a_5_a_6,s,0.97288924
15176,emb,a_5_a_7,s,0.97421074
15176,emb,a_6_a_7,s,0.9997905
15177,emb,a_0_a_1,s,0.9476797
15177,emb,a_0_a_2,s,0.9831274
15177,emb,a_0_a_3,s,0.98567975
15177,emb,a_0_a_4,s,0.9765215
15177,emb,a_0_a_5,s,0.98447376
15177,emb,a_0_a_6,s,0.98567975
15177,emb,a_0_a_7,s,0.99303126
15177,emb,a_1_a_2,s,0.944415
15177,emb,a_1_a_3,s,0.93716395
15177,emb,a_1_a_4,s,0.94849825
15177,emb,a_1_a_5,s,0.9376456
15177,emb,a_1_a_6,s,0.93716395
15177,emb,a_1_a_7,s,0.9475631
15177,emb,a_2_a_3,s,0.9883446
15177,emb,a_2_a_4,s,0.957445
15177,emb,a_2_a_5,s,0.9877371
15177,emb,a_2_a_6,s,0.9883446
15177,emb,a_2_a_7,s,0.9820006
15177,emb,a_3_a_4,s,0.95122707
15177,emb,a_3_a_5,s,0.99836606
15177,emb,a_3_a_6,s,1.0000001
15177,emb,a_3_a_7,s,0.9715093
15177,emb,a_4_a_5,s,0.9516871
15177,emb,a_4_a_6,s,0.95122707
15177,emb,a_4_a_7,s,0.9790238
15177,emb,a_5_a_6,s,0.99836606
15177,emb,a_5_a_7,s,0.9705999
15177,emb,a_6_a_7,s,0.9715093
15178,emb,a_0_a_1,s,0.9391386
15178,emb,a_0_a_2,s,0.99818575
15178,emb,a_0_a_3,s,0.9341251
15178,emb,a_0_a_4,s,0.9881158
15178,emb,a_0_a_5,s,0.9820559
15178,emb,a_0_a_6,s,0.93608
15178,emb,a_0_a_7,s,0.95119697
15178,emb,a_1_a_2,s,0.93821436
15178,emb,a_1_a_3,s,0.9889265
15178,emb,a_1_a_4,s,0.9327831
15178,emb,a_1_a_5,s,0.93619907
15178,emb,a_1_a_6,s,0.9892004
15178,emb,a_1_a_7,s,0.9594055
15178,emb,a_2_a_3,s,0.9352748
15178,emb,a_2_a_4,s,0.9892411
15178,emb,a_2_a_5,s,0.9834416
15178,emb,a_2_a_6,s,0.9374532
15178,emb,a_2_a_7,s,0.9528806
15178,emb,a_3_a_4,s,0.94294536
15178,emb,a_3_a_5,s,0.9424977
15178,emb,a_3_a_6,s,0.9988494
15178,emb,a_3_a_7,s,0.9715086
15178,emb,a_4_a_5,s,0.98144114
15178,emb,a_4_a_6,s,0.9439281
15178,emb,a_4_a_7,s,0.9575385
15178,emb,a_5_a_6,s,0.94504106
15178,emb,a_5_a_7,s,0.9552954
15178,emb,a_6_a_7,s,0.9725057
15179,emb,a_0_a_1,s,0.9624652
15179,emb,a_0_a_2,s,0.92478406
15179,emb,a_0_a_3,s,0.8905363
15179,emb,a_0_a_4,s,0.97539157
15179,emb,a_0_a_5,s,0.9690945
15179,emb,a_0_a_6,s,0.91250247
15179,emb,a_0_a_7,s,0.8947473
15179,emb,a_1_a_2,s,0.9446887
15179,emb,a_1_a_3,s,0.8987187
15179,emb,a_1_a_4,s,0.94846886
15179,emb,a_1_a_5,s,0.94295806
15179,emb,a_1_a_6,s,0.9388532
15179,emb,a_1_a_7,s,0.9034763
15179,emb,a_2_a_3,s,0.93386245
15179,emb,a_2_a_4,s,0.92719674
15179,emb,a_2_a_5,s,0.9572753
15179,emb,a_2_a_6,s,0.94109607
15179,emb,a_2_a_7,s,0.9102933
15179,emb,a_3_a_4,s,0.8694812
15179,emb,a_3_a_5,s,0.92036134
15179,emb,a_3_a_6,s,0.9011452
15179,emb,a_3_a_7,s,0.9759989
15179,emb,a_4_a_5,s,0.95359963
15179,emb,a_4_a_6,s,0.8940799
15179,emb,a_4_a_7,s,0.8693178
15179,emb,a_5_a_6,s,0.93553984
15179,emb,a_5_a_7,s,0.9226614
15179,emb,a_6_a_7,s,0.9020663
15180,emb,a_0_a_1,s,0.9991859
15180,emb,a_0_a_2,s,0.9989758
15180,emb,a_0_a_3,s,0.99988884
15180,emb,a_0_a_4,s,1.0000002
15180,emb,a_0_a_5,s,0.99902767
15180,emb,a_0_a_6,s,0.998878
15180,emb,a_0_a_7,s,0.9991859
15180,emb,a_1_a_2,s,0.99983776
15180,emb,a_1_a_3,s,0.999266
15180,emb,a_1_a_4,s,0.9991859
15180,emb,a_1_a_5,s,0.9998661
15180,emb,a_1_a_6,s,0.99947774
15180,emb,a_1_a_7,s,0.99999994
15180,emb,a_2_a_3,s,0.9990449
15180,emb,a_2_a_4,s,0.9989758
15180,emb,a_2_a_5,s,0.99982077
15180,emb,a_2_a_6,s,0.9994928
15180,emb,a_2_a_7,s,0.99983776
15180,emb,a_3_a_4,s,0.99988884
15180,emb,a_3_a_5,s,0.99909806
15180,emb,a_3_a_6,s,0.9988747
15180,emb,a_3_a_7,s,0.999266
15180,emb,a_4_a_5,s,0.99902767
15180,emb,a_4_a_6,s,0.998878
15180,emb,a_4_a_7,s,0.9991859
15180,emb,a_5_a_6,s,0.99958485
15180,emb,a_5_a_7,s,0.9998661
15180,emb,a_6_a_7,s,0.99947774
15181,emb,a_0_a_1,s,1.0000002
15181,emb,a_0_a_2,s,0.9158751
15181,emb,a_0_a_3,s,0.9941858
15181,emb,a_0_a_4,s,1.0000002
15181,emb,a_0_a_5,s,0.9910762
15181,emb,a_0_a_6,s,0.90721434
15181,emb,a_0_a_7,s,0.9910762
15181,emb,a_1_a_2,s,0.9158751
15181,emb,a_1_a_3,s,0.9941858
15181,emb,a_1_a_4,s,1.0000002
15181,emb,a_1_a_5,s,0.9910762
15181,emb,a_1_a_6,s,0.90721434
15181,emb,a_1_a_7,s,0.9910762
15181,emb,a_2_a_3,s,0.9316537
15181,emb,a_2_a_4,s,0.9158751
15181,emb,a_2_a_5,s,0.92980856
15181,emb,a_2_a_6,s,0.9732056
15181,emb,a_2_a_7,s,0.92980856
15181,emb,a_3_a_4,s,0.9941858
15181,emb,a_3_a_5,s,0.99710274
15181,emb,a_3_a_6,s,0.925826
15181,emb,a_3_a_7,s,0.99710274
